TestCrUnconventionalClassName,CrUnconventionalClassName,TRUE,3,0.5,1,17,0.19,2788.56,4,1,2,4,0,103.68,16,21,0,1,121.55,0,0.5,0.67,0,1,1,562.87,3,0,0,junit.framework.TestCase,0,1,1,3,0,1,3,0,3,134,0,6,1,2.33,43,0.55,16186.44,7,1,7,6,10,112.5,26,60,1,4,112.26,0,0.8,0,1,14,5,1648.03,5,4,9,org.argouml.uml.cognitive.critics.AbstractCrUnconventionalName,0.04,0,4,14,0,0,2,0,9,339,0
TestCrUnconventionalOperName,CrUnconventionalOperName,TRUE,3,0.5,1,14,0.14,1987.37,4,1,2,4,0,108.45,16,18,0,1,126.33,0,0.5,0.67,0,1,1,431.73,3,0,0,junit.framework.TestCase,0,1,1,3,0,1,3,0,3,107,0,9,0,2.67,78,0.97,28162.3,9,0,10,9,11,109.8,40,103,1,4,109.56,0,0.8,0,3,23,7,2895.95,8,7,10,org.argouml.uml.cognitive.critics.AbstractCrUnconventionalName,0,0,4,24,0,0,2,0,12,583,0
TestCrUnconventionalPackName,CrUnconventionalPackName,TRUE,3,0.5,1,15,0.16,2762.35,4,1,2,4,0,103.71,16,19,0,1,121.58,0,0.5,0.67,0,1,1,479.65,3,0,0,junit.framework.TestCase,0,1,1,3,0,1,3,0,3,117,0,6,0,2.83,53,0.57,18307.99,6,0,7,6,10,109.87,24,62,1,4,109.63,0,0.8,0,1,14,6,1695.79,5,4,9,org.argouml.uml.cognitive.critics.AbstractCrUnconventionalName,0.04,0,4,17,0,0,2,0,8,342,0
TestDetailsPane,DetailsPane,TRUE,2,0,1,26,0.44,16379.06,2,0,10,2,0,50.15,21,55,0,1,98.63,0,0.5,0,0,2,1,1333.71,2,0,0,junit.framework.TestCase,0,0,1,2,0,0,2,0,7,246,0,31,0.04,2.97,263,2.98,155751.47,39,8,33,37,17,65.63,222,329,1,1,107.92,0,0.5,0.16,10,210,18,8941.51,3,10,16,javax.swing.JPanel,0,6,1,92,0,6,21,1,66,1739,0
TestExtensionMechanismsFactory,ExtensionMechanismsFactory,TRUE,5,1,1.2,40,0.61,11186.2,6,1,2,5,1,93.02,28,68,1,1,110.89,0,0.5,0.2,0,8,2,1840.17,3,1,0,junit.framework.TestCase,0,0,1,6,0,0,4,0,9,345,0,10,0,1,11,1.35,21758,10,0,1,10,3,96.61,83,15,2,1,144.72,0,0.5,0,0,10,1,4058,0,10,1,,0,0,1,10,0,0,0,0,187,814,0
TestExtensionMechanismsHelper,model,TRUE,7,0.23,1,45,0.71,13744.81,12,5,3,7,1,98.17,36,88,0,1,116.04,0,0.5,0.4,0,3,1,2131.17,4,0,1,junit.framework.TestCase,0,0,1,7,0,0,7,0,10,437,0,13,0.19,1.08,31,0.24,2946.48,16,3,7,13,26,141.44,61,47,23,1,141.21,14,0.06,0.15,6,67,2,726.35,2,7,3,org.tigris.gef.undo.UndoableAction,0,0,1,14,14,0,6,0,15,194,0
TestGeneratorJava,GeneratorJava,TRUE,5,0.12,1,61,1.19,45001.33,9,4,2,5,0,99.84,23,112,0,1,99.61,0,0.5,0.35,0,5,1,3575.44,2,0,0,junit.framework.TestCase,0,0,1,5,0,0,5,0,6,695,0,66,0.02,4.89,956,15.41,1037814.77,77,11,40,69,30,62.61,455,1381,9,1,94.83,0,0,0.08,49,1210,28,46230.5,0,62,21,java.lang.Object,0,3,0,323,0,3,4,1,176,8101,0
TestItemUID,ItemUID,TRUE,4,0,2,100,1.37,54248.56,4,0,33,4,0,53.93,25,120,0,1,86.15,0,0.5,0,1,4,5,4109.09,1,0,0,junit.framework.TestCase,0,0,1,8,0,0,4,0,14,709,0,7,0.06,3.43,60,0.83,33070.81,10,3,5,10,8,117.23,122,97,6,1,108.09,0,0,0.29,3,16,10,2496.41,0,5,2,java.lang.Object,0,3,0,24,0,3,2,0,19,472,0
TestMessageNotationUml,MessageNotationUml,TRUE,16,0,1.31,229,3.94,231413.09,16,0,4,16,0,77.55,83,290,0,1,95.42,0,0.5,0,11,16,5,11817.14,4,0,0,junit.framework.TestCase,0,0,1,21,0,0,16,0,30,2193,0,29,0.45,8.69,818,15.23,3793257.65,31,2,17,30,9,26.23,261,1169,0,2,76.23,0,0.67,0.07,24,102,127,45694.23,0,25,9,org.argouml.uml.notation.MessageNotation,0.05,1,2,252,0,1,4,0,81,6595,0
TestModel2,model,TRUE,4,0,1,15,0.12,1912.33,4,0,1,4,0,152.72,15,20,0,1,132.1,0,0.5,0,0,4,1,374,1,0,0,junit.framework.TestCase,0,0,1,4,0,0,4,0,5,98,0,13,0.19,1.08,31,0.24,2946.48,16,3,7,13,26,141.44,61,47,23,1,141.21,14,0.06,0.15,6,67,2,726.35,2,7,3,org.tigris.gef.undo.UndoableAction,0,0,1,14,14,0,6,0,15,194,0
